"E_manip_small$starttime","E_manip_small$female","E_manip_small$religion","E_manip_small$age","E_manip_small$numHousehold","E_manip_small$married","E_manip_small$children","E_manip_small$childrenNum","E_manip_small$formalEdu","E_manip_small$formalEduYears","E_manip_small$job","E_manip_small$urban","covid_real","covid_immunity_self","covid_embezzle","covid_attack","covid_hotdrink","covid_trust","covid_approval","covid_takevaccine","covid_takeyes_why","I want to protect myself from having COVID-19 in the future","I want to protect my family/members of my household against having COVID-19 in the future","I want to protect my community against having COVID-19 in the future","Life won't go back to normal until most people are vaccinated","The NCDC / government recommends getting vaccines","It is free","Other_covidyes","covid_takeyes_why__99","covid_takeyes_why_12","covid_takeno_why","I would be concerned about the side effects from the vaccine","I would be concerned about getting infected with coronavirus from the vaccine","I'm not concerned about getting seriously ill from the virus","I don't think vaccines work very well","The coronavirus outbreak is not as serious as people say it is","I don't like needles","I'm allergic to vaccines","I won't have time to go get vaccinated","Religious / community leaders advising me not to take it","The virus is a hoax / does not exist","The vaccine has microchips/ tracking devices","Other_covidno","covid_takeno_why__99","covid_takeno_why_13","covid_takencdc","covid_takeprominent","vaccine_trust","vaccine_trust_1","vaccine_pay","vaccines_safe","vaccines_effective"
"11/24/2020 7:16","1","Muslim",35,7,1,1,5,1,14,0,0,"Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 7:23","1","Muslim",20,12,1,0,NA,1,14,1,1,"No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","Yes/Agree","Religious leaders","","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 7:24","0","Christian",30,6,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","No/Disagree","Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 7:28","0","Christian",34,6,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 7:33","1","Muslim",30,5,1,1,3,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 7:33","1","Christian",49,9,1,1,5,1,14,0,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","2 3 4","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 7:33","1","Christian",45,6,1,1,5,1,13,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,"No/Disagree","Medical professionals like doctors","","No/Disagree","No/Disagree","No/Disagree"
"11/24/2020 7:36","1","Muslim",28,4,1,1,2,1,13,0,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 7:46","1","Christian",36,4,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","99","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","They have been warned not to take it","No/Disagree","No/Disagree","Medical professionals like doctors","","No/Disagree","No/Disagree","No/Disagree"
"11/24/2020 8:07","0","Christian",49,5,1,1,3,1,13,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","99","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","I don't believe in Corona virus","Yes/Agree","Yes/Agree","Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:10","0","Muslim",25,5,1,1,4,1,7,1,1,"Yes/Agree","No/Disagree","No/Disagree",NA,"No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Other community leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:11","1","Muslim",39,7,1,0,NA,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:18","0","Christian",30,3,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree",NA,"No/Disagree",NA,"No/Disagree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:23","0","Christian",28,4,1,1,2,1,13,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:31","1","Muslim",40,9,1,1,7,0,NA,1,0,"Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Family members and friends","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:32","0","Christian",65,8,1,1,5,1,14,0,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:48","0","Muslim",42,10,1,1,3,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:51","1","Christian",36,7,1,1,4,1,13,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","2 3","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","Yes/Agree","Yes/Agree","Medical professionals like doctors","","Yes/Agree","Yes/Agree","No/Disagree"
"11/24/2020 8:52","1","Christian",33,4,0,1,4,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:56","1","Muslim",42,4,1,1,7,1,14,1,1,"No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 8:58","1","Christian",35,7,1,1,5,1,13,1,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:08","0","Christian",20,7,0,0,NA,1,13,1,1,"No/Disagree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","99","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","I don't believe there is coronavirus in Nigeria","No/Disagree","No/Disagree","Some other source","None","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 9:09","0","Muslim",30,11,1,1,7,1,13,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree",NA,"Yes/Agree","Yes/Agree","Yes/Agree","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:20","1","Muslim",30,8,1,1,5,1,14,1,0,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Family members and friends","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:24","1","Muslim",18,13,0,0,NA,1,13,1,1,"Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:27","0","Christian",24,7,0,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","99","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Government is not trust worthy","Yes/Agree","Yes/Agree","Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 9:30","1","Muslim",23,4,1,1,2,1,10,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:31","0","Christian",59,6,1,1,4,1,10,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:39","1","Christian",42,4,1,1,2,1,14,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","1 2 4","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","No/Disagree","Medical professionals like doctors","","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 9:39","1","Christian",20,2,0,0,NA,0,NA,0,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 3 4","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Other community leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 9:54","1","Christian",38,7,1,1,3,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","",NA,"Yes/Agree","Yes/Agree"
"11/24/2020 9:58","0","Christian",54,10,1,1,6,1,13,0,1,"Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:06","1","Christian",52,7,1,1,5,0,NA,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","1 2 4","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","Yes/Agree","Yes/Agree","NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:07","1","Christian",40,4,1,1,3,1,13,1,1,"Yes/Agree","No/Disagree","Yes/Agree",NA,"Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:08","1","Muslim",28,2,1,0,NA,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Other community leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:14","1","Muslim",29,6,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Government officials","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:22","0","Muslim",39,8,1,1,3,1,13,1,1,"Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:32","0","Christian",26,7,0,0,NA,1,13,1,1,"Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","No/Disagree",NA,"","No/Disagree",NA,"Yes/Agree"
"11/24/2020 10:34","1","Muslim",24,7,0,0,NA,1,13,0,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","No/Disagree","Yes/Agree"
"11/24/2020 10:36","1","Christian",40,7,1,1,5,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:37","0","Christian",35,5,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:41","1","Christian",35,6,1,1,2,1,14,0,1,"Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","",NA,NA,NA,NA,NA,NA,NA,NA,"","2","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","No/Disagree","No/Disagree","Family members and friends","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:42","0","Muslim",34,4,1,1,2,1,14,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:47","1","Muslim",50,22,1,1,10,1,7,1,1,"Yes/Agree","No/Disagree","No/Disagree",NA,"No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 10:52","0","Christian",31,6,0,0,NA,1,14,0,1,"Yes/Agree","No/Disagree",NA,"No/Disagree","No/Disagree",NA,NA,"Yes/Agree","1 2","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 11:17","1","Muslim",31,4,1,1,2,1,14,1,0,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 11:20","1","Christian",30,8,1,1,5,1,13,0,1,"Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Family members and friends","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 11:31","1","Muslim",30,5,1,1,3,1,10,1,1,"Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1 2 3","Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Religious leaders","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 11:31","0","Muslim",45,13,1,1,10,1,10,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 12:05","0","Christian",40,4,1,1,2,1,14,1,1,"Yes/Agree","Yes/Agree","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Family members and friends","","No/Disagree","Yes/Agree","Yes/Agree"
"11/24/2020 12:43","1","Muslim",23,4,1,1,2,1,12,1,1,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"NCDC","","Yes/Agree","Yes/Agree","Yes/Agree"
"11/24/2020 14:04","0","Christian",29,6,0,0,NA,1,13,1,1,"Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","Yes/Agree","No/Disagree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","No/Disagree","Yes/Agree"
"11/24/2020 14:40","0","Christian",67,16,1,1,15,1,8,1,0,"Yes/Agree","No/Disagree","Yes/Agree","No/Disagree","No/Disagree","Yes/Agree","Yes/Agree","Yes/Agree","1","Yes/Agree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","No/Disagree","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"Medical professionals like doctors","","Yes/Agree","Yes/Agree","Yes/Agree"
